"Electron density [1e11/m3]","Altitude [km]"
0.010783155448144937,118.7729779411764
0.022436615954148996,119.92187499999994
0.03349822212672237,120.30484068627447
0.029370198081359267,120.49632352941171
0.05704282748576379,120.687806372549
0.08049847286012118,121.26225490196072
0.11148462299312872,121.83670343137248
0.14685348158104014,122.21966911764696
0.1696049965136225,122.41115196078425
0.207238692794742,122.79411764705878
0.24084908217464418,123.17708333333331
0.2764264742469884,123.56004901960779
0.3152786171336496,123.94301470588232
0.3618504822722381,124.51746323529403
0.40757217374534915,124.70894607843132
0.46485703538574585,124.70894607843132
0.5203253940047292,125.09191176470586
0.5680042824802243,125.47487745098033
0.6278670772532557,125.8578431372548
0.7482054851663488,126.81525735294116
0.8805105254070976,127.7726715686274
0.9979980161409253,129.30453431372547
1.0962914388384668,131.60232843137248
1.1671416994148107,133.90012254901956
1.3908386872087855,135.8149509803921
1.6470628921349804,137.5382965686274
1.9750728348402022,138.68719362745094
2.295394132651104,139.26164215686265
2.7353345045283746,140.98498774509795
3.178956574044792,142.70833333333331
3.4056649104648447,144.43167892156856
3.3632751781096286,146.72947303921563
3.0426100898345876,149.21874999999994
2.634461802249567,151.32506127450978
2.115925805387501,154.38878676470583
1.7425609985149155,157.45251225490193
1.5863230870114238,159.5588235294117
1.435078123161887,163.77144607843135
1.2661361764140737,166.8351715686274
1.07588723226513,170.09037990196072
0.9199682642907082,174.11151960784306
0.8167656713403025,177.55821078431364
0.7251404073099303,180.62193627450975
0.6437937204813386,184.45159313725486
0.6200521224473265,188.85569852941174
0.5680042824802243,193.06832107843132
0.5011370174202038,196.70649509803917
0.47664872254832563,199.9617034313725
0.4258364374240088,203.21691176470583
0.38044090513551454,206.47212009803917
0.3377628156857048,209.34436274509798
0.3253069175529138,212.98253676470583
0.3253069175529138,218.5355392156862
0.3294069903801747,222.36519607843132
0.32735053484140997,225.4289215686274
0.3036518833545287,227.34374999999994
0.28166890367056274,229.64154411764702
0.28881379197531704,232.51378676470586
0.34201987899400915,234.8115808823529
0.344168489121882,237.3008578431372
0.3113543977671019,241.13051470588232
0.29245391616795235,245.5346200980392
0.287010755793559,250.70465686274505
0.26291876522441204,254.15134803921566
0.23785127458059424,257.78952205882354
0.21652554399177348,258.36397058823525
0.21517379625347557,262.38511029411757
0.2262285607416408,266.40625
0.2532229396191398,269.6614583333333
0.21925456834209117,272.1507352941176
0.18630949426241847,276.171875
0.16131716898942522,280.0015318627451
0.14322051199228028,280.7674632352941
0.12956542411255068,283.6397058823529
0.10872663427820096,288.0438112745098
0.1263601392225502,291.10753676470586
0.13368660749239034,292.44791666666663
0.1287565598752094,295.1286764705882
0.11503069694406098,300.1072303921568
0.1107886354241441,304.70281862745094
0.11009699283730254,309.2984068627451
0.10872663427820096,313.5110294117647
0.10022570325927664,319.0640318627451
0.10022570325927664,324.42555147058823
0.08898232361442522,327.1063112745098
0.0785070423492889,331.51041666666663
0.08305894739046675,335.531556372549
0.07999592878786503,340.5101102941176
0.09066987381295458,344.53125
0.07949652204897154,348.74387254901956
0.07513984969951731,353.72242647058823
0.064654114883568,358.3180147058823
0.05598114480330114,361.95618872549016
0.04697735911562496,363.1050857843137
0.03796792685841015,365.4028799019608
0.03246556583547275,365.78584558823525
0.026904832164205195,366.360294117647
0.018593650566211272,367.3177083333333
0.015027715010355672,368.0836397058823
0.012069839068939305,374.306832107843
