 S  3212 52.237 -0.00014 0.00021 -0.95  0.87 66.488 128.373 109.390 21.999 73280.857
 S  3212 52.295 -0.00013 0.00021 -0.89  0.88 66.492 128.366 109.388 21.999 73280.758
 S  3212 52.352 -0.00011 0.00021 -0.83  0.88 66.497 128.358 109.385 22.000 73280.658
 S  3212 52.410 -0.00010 0.00021 -0.77  0.88 66.502 128.351 109.383 22.000 73280.557
 S  3212 52.468 -0.00008 0.00021 -0.71  0.88 66.507 128.343 109.380 22.001 73280.448
 S  3212 52.525 -0.00007 0.00021 -0.64  0.88 66.512 128.335 109.378 22.001 73280.336
 S  3212 52.583 -0.00005 0.00022 -0.57  0.89 66.515 128.328 109.376 22.002 73280.252
 S  3212 52.640 -0.00004 0.00022 -0.50  0.89 66.520 128.322 109.374 22.002 73280.160
 S  3212 52.697 -0.00002 0.00022 -0.43  0.89 66.525 128.313 109.371 22.003 73280.040
 S  3212 52.754 -0.00001 0.00022 -0.36  0.89 66.529 128.306 109.369 22.003 73279.951
 S  3212 52.811  0.00001 0.00022 -0.29  0.89 66.533 128.300 109.367 22.004 73279.867
 S  3212 52.868  0.00003 0.00022 -0.22  0.90 66.537 128.293 109.365 22.004 73279.769
 S  3212 52.926  0.00004 0.00022 -0.15  0.90 66.542 128.285 109.362 22.005 73279.668
 S  3212 52.982  0.00006 0.00022 -0.09  0.90 66.546 128.278 109.360 22.005 73279.571
 S  3212 53.039  0.00007 0.00022 -0.02  0.90 66.551 128.271 109.358 22.006 73279.475
 S  3212 53.096  0.00009 0.00022  0.04  0.90 66.555 128.264 109.356 22.006 73279.380
 S  3212 53.153  0.00010 0.00022  0.10  0.90 66.559 128.258 109.354 22.006 73279.291
 S  3212 53.210  0.00012 0.00022  0.16  0.90 66.563 128.251 109.352 22.007 73279.203
 S  3212 53.266  0.00013 0.00022  0.22  0.90 66.569 128.242 109.349 22.007 73279.083
 S  3212 53.323  0.00014 0.00022  0.27  0.91 66.573 128.235 109.347 22.008 73278.989
 S  3212 53.379  0.00016 0.00022  0.32  0.91 66.576 128.230 109.345 22.008 73278.910
 S  3212 53.436  0.00017 0.00023  0.36  0.91 66.581 128.223 109.343 22.009 73278.820
 S  3212 53.492  0.00018 0.00023  0.41  0.91 66.585 128.216 109.340 22.009 73278.719
 S  3212 53.548  0.00019 0.00023  0.44  0.90 66.589 128.209 109.338 22.010 73278.634
 S  3212 53.605  0.00019 0.00023  0.48  0.90 66.593 128.203 109.337 22.010 73278.550
 S  3212 53.661  0.00020 0.00022  0.51  0.90 66.597 128.196 109.334 22.011 73278.453
 S  3212 53.717  0.00021 0.00022  0.53  0.89 66.601 128.190 109.332 22.011 73278.362
 S  3212 53.773  0.00021 0.00022  0.55  0.88 66.605 128.184 109.331 22.011 73278.290
 S  3212 53.829  0.00021 0.00022  0.56  0.88 66.608 128.179 109.329 22.012 73278.217
 S  3212 53.885  0.00022 0.00022  0.57  0.87 66.612 128.173 109.327 22.012 73278.128
 S  3212 53.940  0.00022 0.00022  0.58  0.86 66.616 128.167 109.325 22.013 73278.042
 S  3212 53.996  0.00022 0.00021  0.57  0.85 66.619 128.161 109.323 22.013 73277.967
 S  3212 54.052  0.00021 0.00021  0.57  0.84 66.622 128.156 109.321 22.013 73277.892
 S  3212 54.108  0.00021 0.00021  0.56  0.83 66.626 128.151 109.320 22.014 73277.824
 S  3212 54.164  0.00021 0.00021  0.54  0.82 66.629 128.146 109.318 22.014 73277.756
 S  3212 54.220  0.00020 0.00020  0.52  0.81 66.633 128.138 109.316 22.014 73277.650
 S  3212 54.275  0.00019 0.00020  0.50  0.80 66.638 128.130 109.313 22.015 73277.538
 S  3212 54.331  0.00019 0.00020  0.47  0.78 66.642 128.125 109.311 22.015 73277.469
 S  3212 54.387  0.00018 0.00020  0.44  0.77 66.645 128.120 109.310 22.016 73277.400
 S  3212 54.442  0.00017 0.00019  0.40  0.76 66.649 128.113 109.307 22.016 73277.297
 S  3212 54.498  0.00016 0.00019  0.36  0.75 66.654 128.106 109.305 22.017 73277.204
 S  3212 54.553  0.00014 0.00019  0.31  0.73 66.657 128.100 109.303 22.017 73277.126
 S  3212 54.609  0.00013 0.00018  0.26  0.72 66.661 128.094 109.302 22.017 73277.044
 S  3212 54.664  0.00012 0.00018  0.21  0.71 66.665 128.087 109.299 22.018 73276.950
 S  3212 54.719  0.00010 0.00018  0.15  0.70 66.669 128.081 109.297 22.018 73276.867
 S  3212 54.775  0.00009 0.00018  0.10  0.69 66.672 128.076 109.296 22.019 73276.793
 S  3212 54.830  0.00007 0.00017  0.04  0.68 66.676 128.070 109.294 22.019 73276.712
 S  3212 54.885  0.00006 0.00017 -0.03  0.67 66.680 128.063 109.292 22.019 73276.615
 S  3212 54.940  0.00004 0.00017 -0.09  0.67 66.684 128.057 109.290 22.020 73276.538
 S  3212 54.995  0.00002 0.00017 -0.15  0.66 66.686 128.053 109.288 22.020 73276.473
 S  3212 55.050  0.00001 0.00017 -0.21  0.66 66.689 128.048 109.287 22.020 73276.407
 S  3212 55.105 -0.00001 0.00017 -0.28  0.66 66.693 128.042 109.285 22.021 73276.327
 S  3212 55.160 -0.00003 0.00017 -0.34  0.67 66.697 128.037 109.283 22.021 73276.247
 S  3212 55.214 -0.00004 0.00017 -0.40  0.68 66.700 128.031 109.281 22.022 73276.169
 S  3212 55.269 -0.00006 0.00018 -0.45  0.69 66.704 128.025 109.279 22.022 73276.091
 S  3212 55.324 -0.00007 0.00018 -0.51  0.70 66.707 128.020 109.278 22.022 73276.013
 S  3212 55.379 -0.00009 0.00019 -0.56  0.72 66.711 128.014 109.276 22.023 73275.935
 S  3212 55.434 -0.00010 0.00019 -0.60  0.73 66.714 128.009 109.274 22.023 73275.857
 S  3212 55.489 -0.00011 0.00020 -0.64  0.75 66.718 128.003 109.272 22.023 73275.779
 S  3212 55.543 -0.00012 0.00020 -0.67  0.78 66.721 127.997 109.270 22.024 73275.693
 S  3212 55.598 -0.00013 0.00021 -0.69  0.80 66.725 127.990 109.268 22.024 73275.604
 S  3212 55.653 -0.00013 0.00021 -0.71  0.82 66.729 127.984 109.266 22.025 73275.525
 S  3212 55.707 -0.00013 0.00022 -0.71  0.85 66.733 127.979 109.264 22.025 73275.446
 S  3212 55.762 -0.00013 0.00023 -0.71  0.88 66.737 127.971 109.262 22.026 73275.345
 S  3212 55.816 -0.00013 0.00024 -0.69  0.91 66.742 127.964 109.260 22.026 73275.247
 S  3212 55.870 -0.00012 0.00024 -0.66  0.94 66.745 127.958 109.258 22.026 73275.170
 S  3212 55.925 -0.00011 0.00025 -0.61  0.97 66.748 127.953 109.256 22.027 73275.094
 S  3212 55.979 -0.00009 0.00026 -0.55  1.00 66.752 127.948 109.255 22.027 73275.024
 S  3212 56.033 -0.00007 0.00027 -0.47  1.03 66.755 127.943 109.253 22.027 73274.955
 S  3212 56.087 -0.00005 0.00028 -0.37  1.06 66.758 127.937 109.251 22.028 73274.879
 S  3212 56.141 -0.00002 0.00028 -0.25  1.08 66.761 127.932 109.249 22.028 73274.802
 S  3212 56.195  0.00002 0.00029 -0.11  1.11 66.765 127.926 109.247 22.029 73274.719
 S  3212 56.249  0.00006 0.00030  0.05  1.14 66.769 127.919 109.245 22.029 73274.633
 S  3212 56.303  0.00011 0.00031  0.24  1.16 66.772 127.914 109.244 22.029 73274.557
 S  3212 56.357  0.00017 0.00031  0.46  1.19 66.776 127.909 109.242 22.030 73274.484
 S  3212 56.410  0.00023 0.00032  0.71  1.21 66.780 127.902 109.240 22.030 73274.392
 S  3212 56.464  0.00031 0.00032  0.98  1.23 66.785 127.894 109.237 22.031 73274.285
 S  3212 56.517  0.00039 0.00033  1.29  1.25 66.787 127.890 109.236 22.031 73274.232
 S  3212 56.570  0.00048 0.00033  1.63  1.26 66.789 127.887 109.235 22.031 73274.180
 S  3212 56.624  0.00058 0.00034  2.00  1.27 66.792 127.883 109.234 22.031 73274.127
 S  3212 56.677  0.00068 0.00034  2.40  1.28 66.794 127.879 109.232 22.032 73274.064
 S  3212 56.730  0.00080 0.00034  2.84  1.29 66.797 127.874 109.231 22.032 73273.999
 S  3212 56.783  0.00093 0.00034  3.32  1.29 66.800 127.870 109.229 22.032 73273.935
 S  3212 56.836  0.00107 0.00034  3.84  1.29 66.803 127.865 109.228 22.033 73273.872
 S  3212 56.890  0.00123 0.00035  4.44  1.30 66.806 127.861 109.226 22.033 73273.809
 S  3212 56.943  0.00141 0.00036  5.13  1.33 66.808 127.857 109.225 22.033 73273.749
