"Electron density [1e11/m3]","Altitude [km]"
0.010919063171772972,124.32598039215685
0.07102193740485903,124.70894607843132
0.13967741748098375,125.09191176470586
0.19835015767426117,125.66636029411762
0.2454167861851696,126.24080882352933
0.35959148519505146,127.38970588235287
0.40502774063183916,127.9641544117647
0.45620510338933334,129.11305147058818
0.4285115932803225,131.41084558823525
0.5170770535939018,133.51715686274503
0.6811214275767034,135.0490196078431
0.8860419987183963,136.38939950980387
1.1598553482371519,137.72977941176464
1.4714806964135583,139.07015931372547
1.6265621802313304,140.98498774509795
1.6678219889892116,142.89981617647055
1.5182851724637936,146.15502450980387
1.2740901965719404,149.60171568627447
1.089447398889898,153.43137254901956
1.0105764899662601,156.49509803921566
0.8480393684295141,160.32475490196072
0.7027863611514475,162.81403186274503
0.5574325710687523,164.92034313725486
0.42317798230337506,168.74999999999997
0.382830880783233,170.28186274509798
0.36871297842195133,172.19669117647055
0.30941064279375374,175.2604166666666
0.26291876522441204,178.13265931372544
0.21652554399177348,180.23897058823522
0.18984285472390544,183.30269607843132
0.17943883836445274,185.6004901960784
0.15831472937959526,187.32383578431367
0.14055488786287385,190.38756127450975
0.15057860604237552,193.25980392156856
0.12715394885633982,194.9831495098039
0.14685348158104014,198.6213235294117
0.1224648103230728,201.49356617647055
0.10537489690870616,204.36580882352936
0.09066987381295458,208.7699142156862
0.08202512678798496,213.55698529411762
0.07801693058242884,219.4929534313725
0.07102193740485903,223.13112745098036
0.05391669186578243,224.85447303921563
0.03773089681422893,228.30116421568624
0.029004632217241835,230.21599264705878
0.0394217066698545,235.00306372549016
0.05096187881772245,238.83272058823528
0.046103015208788733,244.00275735294113
0.04016933952787412,246.87499999999994
0.03246556583547275,249.74724264705878
0.02656995229067501,253.00245098039213
0.021207015188941317,257.78952205882354
0.01979530638601524,263.5340073529411
0.013939778554570988,374.2110906862745
