"Electron density [1e11/m3]","Altitude [km]"
-0.0982026943005182,102.26308068459667
-0.07427535202932545,102.6148883046124
-0.019912444514456284,105.16609658848347
0.032986142259271656,107.91993141750459
0.08182321778814516,112.84219377065091
0.09869753551798566,118.9719746093229
0.06318775754531025,125.03362936809458
0.09265721246077818,132.18558431442335
0.07481080342811885,139.70269629469462
0.04743926957447819,145.73652383720136
-0.004045758589063975,151.05287930177778
0.014270292786560224,160.51236104941324
0.03939254550176463,164.12636500892157
0.015466590534903513,171.89384200318682
0.010069522660411057,180.6207722336179
-0.014521081785708878,184.54777513856362
-0.027826236755182587,192.98975265025905
-0.01040481913090352,202.89206185935114
-0.0006087547442190644,211.59109173911082
0.024200217812424207,218.76939645165376
0.029508380499061238,224.09743820730367
0.005776088487361664,226.8181944082421
-0.019134524120725027,233.53715572181386
-0.04003378041281691,241.50525908953205
-0.04165760752040404,250.3672235104101
-0.012195859556205169,258.6373253933705
-0.03734701333866963,265.2502768447116
-0.04379917660432309,273.4599529958491
-0.07799982000135908,276.2187475653475
-0.07658165719662291,278.81458200513106
-0.07142991058915327,286.0120108394658
-0.03401191518007729,291.4443829988439
-0.02732556826648369,299.3026594154129
-0.01359756131828449,303.6355021707554
0.00022196567623655739,309.85963411456805
0.04515830842000834,315.77299518435854
0.0142245327633993,318.46071948823726
0.018800535079465774,322.8311899596788
0.008674111130617779,328.9940961070986
0.037745184667980713,336.1021994443027
0.00920864377307884,337.9314531219429
0.003974287575410296,345.61881592293156
0.03280310216662907,348.51082409146704
